review,sentiment
"thrown together , it becomes clear that both women share a fierce competitive nature .",positive
owen templeton ( cuba gooding jr . ) is currently the most hated man in america .,positive
"an nfl referee , he cost gamblers all over the country enormous amounts of money by blowing a call in a high-profile game .",positive
"after escaping from a vengeful cab driver , owen gets to new mexico by masquerading as the driver for a busload of lucy ricardo impersonators heading to a convention .",positive
"mr . pollini ( rowan atkinson ) is a cheerful , odd little italian man on holiday in america .",positive
he also is narcoleptic and falls asleep at the most inopportune times .,positive
"pollini hitches a ride with zack ( wayne knight ) , a hyper-tense ambulance driver carrying a human heart across country for a transplant operation .",positive
randy pear ( jon lovitz ) promised his wife beverly ( kathy najimy ) and two kids a fun-filled vacation in las vegas .,positive
"fearful that beverly will be angry over his involvement in the race , he claims that he must travel to silver city for a job interview .",positive
"beverly insists the family stay together , so they hop in the mini-van and tear off into the desert .",positive
"brothers duane ( seth green ) and blaine ( vince vieluf ) cody are young , crooked and stupid .",positive
"blaine has a speech impediment due to his poorly self-done tongue piercing , and duane is the only person who can come close to understanding him .",positive
the boys will stop at nothing to reach their goal .,positive
"finally , nick shaffer ( breckin meyer ) is a no-nonsense lawyer-in-training who recruits helicopter pilot tracy faucet ( amy smart ) for the journey .",positive
"at first glance , they seem blandly wholesome , but all that changes when tracy buzzes the home of her boyfriend shawn ( dean cain ) and spies him swimming with another woman .",positive
"director jerry zucker ( "" airplane , "" "" ghost "" ) leaps from racer to racer , periodically returning to las vegas where sinclair and mr . grisham ( dave thomas ) , his personality-impaired right hand man , continue cooking up bizarre bets for the gamblers .",positive
